Mod:Item:MetaData, Localized Name
minecraft:golden_apple:1, 金苹果
minecraft:sign, 告示牌
minecraft:wooden_door, 木门
minecraft:bucket, 桶
minecraft:water_bucket, 水桶
minecraft:lava_bucket, 岩浆桶
minecraft:minecart, 矿车
minecraft:saddle, 鞍
minecraft:iron_door, 铁门
minecraft:redstone, 红石
minecraft:snowball, 雪球
minecraft:boat, 船
minecraft:leather, 皮革
minecraft:milk_bucket, 牛奶桶
minecraft:brick, 红砖
minecraft:clay_ball, 粘土
minecraft:reeds, 甘蔗
minecraft:paper, 纸
minecraft:book, 书
minecraft:slime_ball, 粘液球
minecraft:chest_minecart, 运输矿车
minecraft:furnace_minecart, 动力矿车
minecraft:egg, 鸡蛋
minecraft:compass, 指南针
minecraft:fishing_rod, 钓鱼竿
minecraft:clock, 钟
minecraft:glowstone_dust, 萤石粉
minecraft:fish:0, 生鱼
minecraft:fish:1, 生鲑鱼
minecraft:fish:2, 小丑鱼
minecraft:fish:3, 河豚
minecraft:cooked_fished:0, 熟鱼
minecraft:cooked_fished:1, 熟鲑鱼
minecraft:dye:0, 墨囊
minecraft:dye:1, 玫瑰红
minecraft:dye:2, 仙人掌绿
minecraft:dye:3, 可可豆
minecraft:dye:4, 青金石
minecraft:dye:5, 紫色染料
minecraft:dye:6, 青色染料
minecraft:dye:7, 淡灰色染料
minecraft:dye:8, 灰色染料
minecraft:dye:9, 粉红色染料
minecraft:dye:10, 黄绿色染料
minecraft:dye:11, 蒲公英黄
minecraft:dye:12, 淡蓝色染料
minecraft:dye:13, 品红色染料
minecraft:dye:14, 橙色染料
minecraft:dye:15, 骨粉
minecraft:bone, 骨头
minecraft:sugar, 糖
minecraft:cake, 蛋糕
minecraft:bed, 床
minecraft:repeater, 红石中继器
minecraft:cookie, 曲奇
minecraft:filled_map:0, 地图
minecraft:shears, 剪刀
minecraft:melon, 西瓜
minecraft:pumpkin_seeds, 南瓜种子
minecraft:melon_seeds, 西瓜种子
minecraft:beef, 生牛肉
minecraft:cooked_beef, 牛排
minecraft:chicken, 生鸡肉
minecraft:cooked_chicken, 熟鸡肉
minecraft:rotten_flesh, 腐肉
minecraft:ender_pearl, 末影珍珠
minecraft:blaze_rod, 烈焰棒
minecraft:ghast_tear, 恶魂之泪
minecraft:gold_nugget, 金粒
minecraft:nether_wart, 地狱疣
minecraft:potion:0, 水瓶
minecraft:potion:8193, 再生药水
minecraft:potion:8225, 再生药水
minecraft:potion:8257, 再生药水
minecraft:potion:16385, 喷溅型 再生药水
minecraft:potion:16417, 喷溅型 再生药水
minecraft:potion:16449, 喷溅型 再生药水
minecraft:potion:8194, 迅捷药水
minecraft:potion:8226, 迅捷药水
minecraft:potion:8258, 迅捷药水
minecraft:potion:16386, 喷溅型 迅捷药水
minecraft:potion:16418, 喷溅型 迅捷药水
minecraft:potion:16450, 喷溅型 迅捷药水
minecraft:potion:8227, 抗火药水
minecraft:potion:8259, 抗火药水
minecraft:potion:16419, 喷溅型 抗火药水
minecraft:potion:16451, 喷溅型 抗火药水
minecraft:potion:8196, 剧毒药水
minecraft:potion:8228, 剧毒药水
minecraft:potion:8260, 剧毒药水
minecraft:potion:16388, 喷溅型 剧毒药水
minecraft:potion:16420, 喷溅型 剧毒药水
minecraft:potion:16452, 喷溅型 剧毒药水
minecraft:potion:8261, 治疗药水
minecraft:potion:8229, 治疗药水
minecraft:potion:16453, 喷溅型 治疗药水
minecraft:potion:16421, 喷溅型 治疗药水
minecraft:potion:8230, 夜视药水
minecraft:potion:8262, 夜视药水
minecraft:potion:16422, 喷溅型 夜视药水
minecraft:potion:16454, 喷溅型 夜视药水
minecraft:potion:8232, 虚弱药水
minecraft:potion:8264, 虚弱药水
minecraft:potion:16424, 喷溅型 虚弱药水
minecraft:potion:16456, 喷溅型 虚弱药水
minecraft:potion:8201, 力量药水
minecraft:potion:8233, 力量药水
minecraft:potion:8265, 力量药水
minecraft:potion:16393, 喷溅型 力量药水
minecraft:potion:16425, 喷溅型 力量药水
minecraft:potion:16457, 喷溅型 力量药水
minecraft:potion:8234, 迟缓药水
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT矿车
minecraft:hopper_minecart, 漏斗矿车
TwilightForest:tile.GiantCobble, Giant Cobblestone
TwilightForest:tile.GiantLog, Giant Log
TwilightForest:tile.GiantLeaves, Giant Leaves
TwilightForest:tile.GiantObsidian, Giant Obsidian
TwilightForest:tile.UberousSoil, Uberous Soil
TwilightForest:tile.HugeStalk, Huge Stalk
TwilightForest:tile.HugeGloomBlock, Huge Mushgloom
TwilightForest:tile.TrollVidr, Trollvidr
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
TwilightForest:tile.UnripeTrollBer, Unripe Trollber
TwilightForest:tile.TrollBer, Trollber
TwilightForest:tile.KnightmetalBlock, Block of Knightmetal
TwilightForest:tile.HugeLilyPad, Huge Lily Pad
TwilightForest:tile.HugeWaterLily, Huge Water Lily
TwilightForest:tile.Slider:0, Slide Trap
TwilightForest:tile.Slider:1, Slide Trap 1
TwilightForest:tile.Slider:2, Slide Trap 2
TwilightForest:tile.Slider:3, Slide Trap 3
TwilightForest:tile.CastleBrick:0, Castle Brick
TwilightForest:tile.CastleBrick:1, Worn Castle Brick
TwilightForest:tile.CastleBrick:2, Cracked Castle Brick
TwilightForest:tile.CastleBrick:3, Castle Roof Tile
TwilightForest:tile.CastleMagic:0, Pink Castle Rune Brick
TwilightForest:tile.CastleMagic:1, Blue Castle Rune Brick
TwilightForest:tile.CastleMagic:2, Yellow Castle Rune Brick
TwilightForest:tile.CastleMagic:3, Violet Castle Rune Brick
TwilightForest:tile.ForceField:0, Violet Force Field
TwilightForest:tile.ForceField:1, Pink Force Field
TwilightForest:tile.ForceField:2, Orange Force Field
TwilightForest:tile.ForceField:3, Green Force Field
TwilightForest:tile.ForceField:4, Blue Force Field
TwilightForest:tile.CinderFurnaceIdle, tile.CinderFurnaceIdle.name
TwilightForest:tile.CinderFurnaceLit, tile.CinderFurnaceLit.name
TwilightForest:tile.CinderLog:0, tile.CinderLog.0.name
TwilightForest:tile.CastleDoor:0, tile.CastleDoor.0.name
TwilightForest:tile.CastleDoorVanished:0, tile.CastleDoorVanished.0.name
shincolle:BlockCrane, Abyssal Crane
shincolle:BlockDesk, 深海提督的办公桌
shincolle:BlockFrame, Abyssal Frame
shincolle:BlockLightAir, tile.shincolle:BlockLightAir.name
shincolle:BlockLightLiquid, tile.shincolle:null.name
shincolle:BlockPolymetalOre, 多金属矿
shincolle:BlockSmallShipyard, 深海热泉 
shincolle:BlockVolBlock, Abyssal Volcano Block
shincolle:BlockVolCore, Abyssal Volcano Core
shincolle:BlockLightFluid, tile.shincolle:BlockBasicFluid.name
shincolle:BlockAbyssium, 深海金属砖
shincolle:BlockGrudge, 怨念团块
shincolle:BlockPolymetal, 多金属砖
shincolle:BlockPolymetalGravel, 多金属砾石
shincolle:BlockGrudgeHeavy, 沉重的怨念团块
shincolle:BlockWaypoint, Abyssal Waypoint
customnpcs:npcRedstoneBlock, 红石块
customnpcs:npcCarpentyBench:0, 木工台
customnpcs:npcCarpentyBench:1, 铁砧
customnpcs:npcMailbox:0, 信箱
customnpcs:npcMailbox:1, 信箱
customnpcs:npcWaypoint, 定点块
customnpcs:npcBorder, 结界
customnpcs:npcBloodBlock, 血迹
customnpcs:npcBanner:0, 旗帜
customnpcs:npcBanner:1, 旗帜
customnpcs:npcBanner:2, 旗帜
customnpcs:npcBanner:3, 旗帜
customnpcs:npcBanner:4, 旗帜
customnpcs:npcWallBanner:0, 壁挂旗帜
customnpcs:npcWallBanner:1, 壁挂旗帜
customnpcs:npcWallBanner:2, 壁挂旗帜
customnpcs:npcWallBanner:3, 壁挂旗帜
customnpcs:npcWallBanner:4, 壁挂旗帜
customnpcs:npcTallLamp:0, 立灯
customnpcs:npcTallLamp:1, 立灯
customnpcs:npcTallLamp:2, 立灯
customnpcs:npcTallLamp:3, 立灯
customnpcs:npcTallLamp:4, 立灯
customnpcs:npcChair:0, 椅子
customnpcs:npcChair:1, 椅子
customnpcs:npcChair:2, 椅子
customnpcs:npcChair:3, 椅子
customnpcs:npcChair:4, 椅子
customnpcs:npcChair:5, 椅子
customnpcs:npcCrate:0, 板条箱
customnpcs:npcCrate:1, 板条箱
customnpcs:npcCrate:2, 板条箱
customnpcs:npcCrate:3, 板条箱
customnpcs:npcCrate:4, 板条箱
customnpcs:npcCrate:5, 板条箱
customnpcs:npcWeaponRack:0, 武器架
customnpcs:npcWeaponRack:1, 武器架
customnpcs:npcWeaponRack:2, 武器架
customnpcs:npcWeaponRack:3, 武器架
customnpcs:npcWeaponRack:4, 武器架
customnpcs:npcWeaponRack:5, 武器架
customnpcs:npcCouchWool:0, 棉花座椅
customnpcs:npcCouchWool:1, 棉花座椅
customnpcs:npcCouchWool:2, 棉花座椅
customnpcs:npcCouchWool:3, 棉花座椅
customnpcs:npcCouchWool:4, 棉花座椅
customnpcs:npcCouchWool:5, 棉花座椅
customnpcs:npcCouchWood:0, 木质座椅
customnpcs:npcCouchWood:1, 木质座椅
customnpcs:npcCouchWood:2, 木质座椅
customnpcs:npcCouchWood:3, 木质座椅
customnpcs:npcCouchWood:4, 木质座椅
customnpcs:npcCouchWood:5, 木质座椅
customnpcs:npcTable:0, 木质桌子
customnpcs:npcTable:1, 木质桌子
customnpcs:npcTable:2, 木质桌子
customnpcs:npcTable:3, 木质桌子
customnpcs:npcTable:4, 木质桌子
customnpcs:npcTable:5, 木质桌子
customnpcs:npcStool:0, 凳子
customnpcs:npcStool:1, 凳子
customnpcs:npcStool:2, 凳子
customnpcs:npcStool:3, 凳子
customnpcs:npcStool:4, 凳子
customnpcs:npcStool:5, 凳子
customnpcs:npcPlaceholder:0, 占位符
customnpcs:npcPlaceholder:1, 占位符
customnpcs:npcPlaceholder:2, 占位符
customnpcs:npcPlaceholder:3, 占位符
customnpcs:npcPlaceholder:4, 占位符
customnpcs:npcPlaceholder:5, 占位符
customnpcs:npcPlaceholder:6, 占位符
customnpcs:npcPlaceholder:7, 占位符
customnpcs:npcPlaceholder:8, 占位符
customnpcs:npcPlaceholder:9, 占位符
customnpcs:npcPlaceholder:10, 占位符
customnpcs:npcPlaceholder:11, 占位符
customnpcs:npcPlaceholder:12, 占位符
customnpcs:npcPlaceholder:13, 占位符
customnpcs:npcPlaceholder:14, 占位符
customnpcs:npcPlaceholder:15, 占位符
customnpcs:npcBigSign, 大型标识牌
customnpcs:npcBarrel:0, 桶
customnpcs:npcBarrel:1, 桶
customnpcs:npcBarrel:2, 桶
customnpcs:npcBarrel:3, 桶
customnpcs:npcBarrel:4, 桶
customnpcs:npcBarrel:5, 桶
customnpcs:npcTombstone:0, 墓碑
customnpcs:npcTombstone:1, 墓碑
customnpcs:npcTombstone:2, 墓碑
customnpcs:npcShelf:0, 木架
customnpcs:npcShelf:1, 木架
customnpcs:npcShelf:2, 木架
customnpcs:npcShelf:3, 木架
customnpcs:npcShelf:4, 木架
customnpcs:npcShelf:5, 木架
customnpcs:npcSign:0, 标识牌
customnpcs:npcSign:1, 标识牌
customnpcs:npcSign:2, 标识牌
customnpcs:npcSign:3, 标识牌
customnpcs:npcSign:4, 标识牌
customnpcs:npcSign:5, 标识牌
customnpcs:npcBeam:0, 横梁
customnpcs:npcBeam:1, 横梁
customnpcs:npcBeam:2, 横梁
customnpcs:npcBeam:3, 横梁
customnpcs:npcBeam:4, 横梁
customnpcs:npcBeam:5, 横梁
customnpcs:npcBook, 书
customnpcs:npcPedestal:0, 底座
customnpcs:npcPedestal:1, 底座
customnpcs:npcPedestal:2, 底座
customnpcs:npcPedestal:3, 底座
customnpcs:npcPedestal:4, 底座
customnpcs:npcCrystalBlock:0, 水晶
customnpcs:npcCrystalBlock:1, 水晶
customnpcs:npcCrystalBlock:2, 水晶
customnpcs:npcCrystalBlock:3, 水晶
customnpcs:npcCrystalBlock:4, 水晶
customnpcs:npcCrystalBlock:5, 水晶
customnpcs:npcCrystalBlock:6, 水晶
customnpcs:npcCrystalBlock:7, 水晶
customnpcs:npcCrystalBlock:8, 水晶
customnpcs:npcCrystalBlock:9, 水晶
customnpcs:npcCrystalBlock:10, 水晶
customnpcs:npcCrystalBlock:11, 水晶
customnpcs:npcCrystalBlock:12, 水晶
customnpcs:npcCrystalBlock:13, 水晶
customnpcs:npcCrystalBlock:14, 水晶
customnpcs:npcCrystalBlock:15, 水晶
customnpcs:npcCampfire, 篝火
customnpcs:npcLamp, 灯笼
customnpcs:npcCandle, 蜡烛
customnpcs:npcCampfireUnlit, 篝火
customnpcs:npcLampUnlit, 蜡烛
customnpcs:npcCandleUnlit, 灯笼
appliedenergistics2:tile.OreQuartz, 赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged, 充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame, 矩阵框架
appliedenergistics2:tile.BlockQuartz, 赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar, 赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled, 錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass, 石英玻璃
appliedenergistics2:tile.BlockQuartzLamp, 聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch, 充能石英火把
appliedenergistics2:tile.BlockFluix, 福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone:0, 陨石
appliedenergistics2:tile.BlockSkyStone:1, 陨石块
appliedenergistics2:tile.BlockSkyStone:2, 陨石石砖
appliedenergistics2:tile.BlockSkyStone:3, 陨石砖块
appliedenergistics2:tile.BlockSkyChest:0, 陨石箱子
appliedenergistics2:tile.BlockSkyChest:1, 陨石块箱子
appliedenergistics2:tile.BlockSkyCompass, 陨石罗盘
appliedenergistics2:tile.BlockGrinder, 石英磨具
appliedenergistics2:tile.BlockCrank, 木质曲柄
appliedenergistics2:tile.BlockInscriber, 压印器
appliedenergistics2:tile.BlockWireless, ME无线访问点
appliedenergistics2:tile.BlockCharger, 充能器
appliedenergistics2:tile.BlockTinyTNT, 迷你TNT
appliedenergistics2:tile.BlockSecurity, ME安全终端
appliedenergistics2:tile.BlockQuantumRing, ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber, ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon, 空间塔
appliedenergistics2:tile.BlockSpatialIOPort, 空间IO端口
appliedenergistics2:tile.BlockCableBus, AE2线缆和(或)总线
appliedenergistics2:tile.BlockController, ME控制器
appliedenergistics2:tile.BlockDrive, ME驱动器
appliedenergistics2:tile.BlockChest, ME箱子
appliedenergistics2:tile.BlockInterface, ME接口
appliedenergistics2:tile.BlockCellWorkbench, 元件工作台
appliedenergistics2:tile.BlockIOPort, ME-IO端口
appliedenergistics2:tile.BlockCondenser, 物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor, 能源接收器
appliedenergistics2:tile.BlockVibrationChamber, 谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, 晶体催生器
appliedenergistics2:tile.BlockEnergyCell, 能源元件
appliedenergistics2:tile.BlockDenseEnergyCell, 致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell, 创造能源元件
appliedenergistics2:tile.BlockCraftingUnit:0, 合成单元
appliedenergistics2:tile.BlockCraftingUnit:1, 并行处理单元
appliedenergistics2:tile.BlockCraftingStorage:0, 1k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:1, 4k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:2, 16k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:3, 64k合成存储器
appliedenergistics2:tile.BlockCraftingMonitor:0, 合成监控器
appliedenergistics2:tile.BlockMolecularAssembler, 分子装配室
appliedenergistics2:tile.BlockLightDetector, 光亮探测器
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, 陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock, 陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock, 陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, 陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock, 福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock, 赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock, 錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock, 竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock:0, 陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, 陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, 陨石砖块台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, 陨石砖块台阶
appliedenergistics2:tile.FluixSlabBlock:0, 福鲁伊克斯台阶
appliedenergistics2:tile.FluixSlabBlock.double:0, 福鲁伊克斯台阶
appliedenergistics2:tile.QuartzSlabBlock:0, 赛特斯石英台阶
appliedenergistics2:tile.QuartzSlabBlock.double:0, 赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock:0, 竖纹赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, 竖纹赛特斯石英台阶
extracells:certustank, extracells.block.certustank.name
extracells:walrus, 海象
extracells:fluidcrafter, ME流体装配室
extracells:ecbaseblock:0, ME流体接口
extracells:ecbaseblock:1, ME流体自动装填器
extracells:hardmedrive, 防爆ME驱动器[WIP]
extracells:vibrantchamberfluid, 流体谐振仓
thaumicenergistics:thaumicenergistics.block.essentia.provider, 源质供应器
thaumicenergistics:thaumicenergistics.block.infusion.provider, 注魔供应器
thaumicenergistics:thaumicenergistics.block.gear.box, 铁齿轮箱
thaumicenergistics:thaumicenergistics.block.golem.gear.box, 神秘齿轮箱
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench, 源质元件工作台
thaumicenergistics:thaumicenergistics.block.arcane.assembler, 奥术装配器
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, 知识记录仪
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, 源质谐振仓
thaumicenergistics:thaumicenergistics.block.distillation.encoder, 蒸馏编码台
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
